Name	Set	ImageFile	Errata	Restricted	Cycle	Pack	Release Order	Edition	Unique	Faction	Type	SubType	Cost	Terror	Combat	Arcane	Investigation	Skill	Text
Deciphered History	AR	AR117 			Ancient Relics	Shadow of the Monolith	,09-6-117	LCG		Miskatonic University	Event	Research.	2						Response: After an opponent places a success token on a story where you have 1 or more committed characters, discard that success token.
Kau'uli Warriors	AR	AR118 			Ancient Relics	Shadow of the Monolith	,09-6-118	LCG		Shub-Niggurath	Character	Cultist.	4		3			3	Response: After an opponent destroys a character due to a C struggle at a story where Kau'uli Warriors is committed, search your deck for a card named Kau'uli Warriors. Then shuffle your deck and put Kau'uli Warriors on top of your deck.
Wooden Homunculus	AR	AR119 			Ancient Relics	Shadow of the Monolith	,09-6-119	LCG		Shub-Niggurath	Character	Construct.	2	1				1	Disrupt: When Wooden Homunculus would be destroyed, instead place it face down as a new domain and attach the top card of your deck to it as a resource.
Mask of Rakinui, Symbol of Power	AR	AR120 			Ancient Relics	Shadow of the Monolith	,09-6-120	LCG	*	Shub-Niggurath	Support	Attachment. Relic. Mask.	1						Attach to a character you control. While attached character is committed to a story during your turn, you decide the order struggles resolve at that story. After Mask of Rakinui leaves play, shuffle it into its owner's deck.
Taste of Lifeblood	AR	AR121 			Ancient Relics	Shadow of the Monolith	,09-6-121	LCG		Shub-Niggurath	Event		2						Response: After a character is destroyed, refresh a domain.
Magnus Stiles, Blood Mage	AR	AR122-E 	E		Ancient Relics	Shadow of the Monolith	,09-6-122	LCG	*	Silver Twilight	Character	Lodge. Sorcerer.	5		1	1	1	3	Action: When you control more Sorcerer characters than any opponent, sacrifice a Sorcerer character to put a success token on a story. Limit once per round.
Necessary Evil	AR	AR123 			Ancient Relics	Shadow of the Monolith	,09-6-123	LCG		Silver Twilight	Event		2						Action: Sacrifice a non-Ancient One character committed to a story. All characters you control committed to that same story gain the icons of the sacrificed character until the end of the phase.
The Sanguine Watcher, He Sees What Is Not There	AR	AR124 			Ancient Relics	Shadow of the Monolith	,09-6-124	LCG	*	Neutral	Character	Servitor.	4			2	1	3	Action: Pay X to look at the top X cards of an opponent's deck. Return those cards to the top of that deck in any order.
Outback Poacher	AR	AR125 			Ancient Relics	Shadow of the Monolith	,09-6-125	LCG		Syndicate	Character	Criminal.	3		1		1	2	Response: After a Monster or Creature character is destroyed, draw 1 card.
Naval Tactics	AR	AR126 			Ancient Relics	Shadow of the Monolith	,09-6-126	LCG		Syndicate	Event	Tactic.	X						Action: All character cards with skill X or lower do not count their printed icons until the end of the phase.
The Betrayer, Playing All Sides	AR	AR127 			Ancient Relics	Shadow of the Monolith	,09-6-127	LCG	*	Yog-Sothoth	Character	Cultist.	3		3			3	If The Betrayer is able to commit to a story, he must commit to a story. Response: After The Betrayer is committed to a story, ready him to have each player reveal the top card of his deck. Then you choose whether each player discards that card or returns it to the top of his deck.
Song of Charybdis	AR	AR128			Ancient Relics	Shadow of the Monolith	,09-6-128	LCG		Yog-Sothoth	Event	Spell.	X						Action: Choose a player. That player reveals the top X cards of his deck. Choose any number of cards revealed and place them on the bottom of that player's deck. Return the rest of the cards to the top deck in any order.
Customs Agent	REV	Rev001			Revelations	Written and Bound	,10-1-001	LCG		Agency	Character	Government.	3		1			1	Loyal. Action: Exhaust Customs Agent to raise the cost of the next card played this phase by 1.
Flush them Out	REV	Rev002			Revelations	Written and Bound	,10-1-002	LCG		Agency	Event	Tactic.	3						Play during your opponent's turn. Response: After your opponent has committed characters, choose a story. Uncommit each character at all other stories. Then commit them to the chosen story.
Uroborus, Fang of Yig	REV	Rev003-E-R	E	R	Revelations	Written and Bound	,10-1-003	LCG		Cthulhu	Character	Servitor. Serpent.	4	1	2			3	Response: After a Serpent character leaves play, put Uroborus into play from your hand. Action: If you have 3 or more Serpent characters in your discard pile, put Uroborus into play insane from your discard pile.
Sibilant Cry	REV	Rev004			Revelations	Written and Bound	,10-1-004	LCG		Cthulhu	Event		3						Response: After a Serpent character leaves play, put any number of Serpent characters into play from your discard pile.
Elise Warren, Lady in Waiting	REV	Rev005			Revelations	Written and Bound	,10-1-005	LCG	*	Hastur	Character	 Servitor.	3	1		1		X	Invulnerability. X is the number of insane characters in play. Elise Warren cannot be the target of triggered effects while you control 2 or more insane characters.
Whisper in the Wind	REV	Rev006			Revelations	Written and Bound	,10-1-006	LCG		Hastur	Event	 Madness.	2						Loyal. Action: Restore all insane characters you control. At the end of the turn, all Lunatic characters go insane.
Sonje Olson, Truth Seeker	REV	Rev007			Revelations	Written and Bound	,10-1-007	LCG	*	Miskatonic University	Character	Scientist. Relic Hunter.	4			1	2	3	Willpower. If you control 1 or more Tome cards, Sonje Olson gains AI. Response: After you have won an I struggle by 2 or more icons, search the top 5 cards of your deck for a [Miskatonic] support card, reveal it and put it into your hand. Then place the remaining cards on the bottom of your deck in any order.
Dr. Laban Shrewsbury, Extra-dimensional Anthropologist	REV	Rev008			Revelations	Written and Bound	,10-1-008	LCG	*	Miskatonic University	Character	Faculty. Scientist.	3			2	1	2	Heroic. Willpower. Disrupt: When you draw Dr. Laban Shrewsbury, if you control at least 1 [Miskatonic] card, reveal him to your opponent and shuffle him into your deck. Then, choose and shuffle 1 Villainous character into its owner's deck or draw 1 card. (Limit 1 per turn.)
Celaeno Fragments, Book of Books	REV	Rev009			Revelations	Written and Bound	,10-1-009	LCG	*	Miskatonic University	Support	Tome. Attachment.	1						Attach to a character. Attached character gains Fast and +1 skill for each Tome card in play. Response: After a player triggers the effect of a Tome support card, choose 1 Tome support card or 1 [Miskatonic] character in your discard pile and return it to your hand. (Limit once per phase.)
Lucas Corn, Scarecrow of a Man	REV	Rev010			Revelations	Written and Bound	,10-1-010	LCG	*	Shub-Niggurath	Character	Monster. Cultist.	0	3				0	Response: After Lucas Corn enters play, discard a character from hand to shuffle Lucas Corn back into his owner's deck. Any opponent may trigger this effect. 
Feed Her Young	REV	Rev011-R		R	Revelations	Written and Bound	,10-1-011	LCG		Shub-Niggurath	Event		1						Action: Attach Feed Her Young to a drained domain as a resource. Then, draw 1 card.
Chauncey Swann, Eldritch Acquisitionist	REV	Rev012			Revelations	Written and Bound	,10-1-012	LCG	*	Silver Twilight	Character	Lodge. Relic Hunter.	3		1	1		2	If you control 1 or more Tome cards, Chauncey Swann gains AI. Response: After your opponent returns a character he owns to his hand from play, search the top 5 cards of your deck for a [SilverTwilight] support card, reveal it and put it into your hand. Then, place the remaining cards on the bottom of your deck in any order.
Nathan Wick, Master of Initiation	REV	Rev013			Revelations	Written and Bound	,10-1-013	LCG	*	Silver Twilight	Character	Lodge. Independent.	4		1	2	1	3	Action: Discard a card from your hand to put a Lodge character into play from your hand. If that character is still in play at the end of the phase, discard it.
T'tka Halot, Umbral Codex	REV	Rev014			Revelations	Written and Bound	,10-1-014	LCG	*	Silver Twilight	Support	Attachment. Tome.	2						Attach to a Lodge character you control. If you have fewer cards in hand than each opponent, attached character gains II and does not exhaust to commit to stories. Action: Exhaust attached character to return the topmost Ritual or Spell card in your discard pile to your hand.
Jon Pechon, Man with a Plan	REV	Rev015			Revelations	Written and Bound	,10-1-015	LCG	*	Syndicate	Character	Criminal. Investigator.	3		1		2	1	While Jon Pechon is exhausted, Criminal characters get +2 skill.
Go Underground	REV	Rev016			Revelations	Written and Bound	,10-1-016	LCG		Syndicate	Event	 Tactic.	1						Disrupt: When a [Syndicate] character you control would be destroyed, return that character to your hand. Then, shuffle any cards you own attached to it, back into your deck.
Elder Thing Scavenger	REV	Rev017			Revelations	Written and Bound	,10-1-017	LCG		Yog-Sothoth	Character	Independent. Scientist.	4	1		2	1	3	Action: Exhaust Elder Thing Scavenger to choose a non-Location support card in any discard pile. Put the chosen card into play under your control. If the chosen card is still in play at the end of the phase, discard it.
Walk the Path	REV	Rev018			Revelations	Written and Bound	,10-1-018	LCG		Yog-Sothoth	Event		2						Response: After an opponent triggers an effect, copy that effect without paying any costs. You make any choices the copied effect requires.
Library of Alexandria, Repository of Philosophies	REV	Rev019			Revelations	Written and Bound	,10-1-019	LCG	*	Neutral	Support	 Library.	2						You may play Tome cards from your discard pile as if they were in your hand. Response: After a player triggers a Tome card's effect, choose 1 character and 1 story. Until the end of the phase that character gains or loses 1 A icon. Then the chosen story gains of loses 1 A struggle until the end of the phase.
Hall of Champions, Honoring Warriors Past and Present	REV	Rev020			Revelations	Written and Bound	,10-1-020	LCG	*	Neutral	Support	 Location.	2						Action: Exhaust Hall of Champions to search the top 10 cards of your deck for a card designed by a World Champion and put it into play. Then, shuffle your deck. If that World Champion card is still in play at the end of the phase put it on the bottom of your deck.
Teodor Corvin, Guardian of the Faith	REV	Rev021			Revelations	Words of Power	,10-2-021	LCG	*	Agency	Character	 Independent.	3		1	1		3	Disrupt: Exhaust Teodor Corvin to cancel 1 wound to a character. Then that character gains Invulnerability until the end of the turn.
Cover Me!	REV	Rev022			Revelations	Words of Power	,10-2-022	LCG		Agency	Event	 Tactic.	2						Disrupt: If an [Agency] character you control would receive any number of wounds, instead choose an exhausted character to be wounded.
Shadowy Figure	REV	Rev023			Revelations	Words of Power	,10-2-023	LCG		Cthulhu	Character	 Independent.	2					1	Night. It is Night. After Shadowy Figure comes into play, destroy all Day cards. Action: Pay 1 to choose a character. Until the end of the phase, Shadowy Figure gains a C icon for each printed icon the chosen character has.
Dragged into the Deep	REV	Rev024			Revelations	Words of Power	,10-2-024	LCG		Cthulhu	Event	 Disaster.	3						Action: Choose 1 non-unique card in play and place it on the bottom of its owner's deck.
Deranged Diva	REV	Rev025			Revelations	Words of Power	,10-2-025	LCG		Hastur	Character	Artist. Lunatic.	2		1	1		2	Action: Drive Deranged Diva insane to choose a player. That player must choose 1 character he controls to go insane, if able.
Song of Suffering	REV	Rev026			Revelations	Words of Power	,10-2-026	LCG		Hastur	Support	Attachment. Madness.	0						Attach to an insane character. Attached character cannot be restored. Action: Pay 1 and unattach Song of Suffering to attach it to another insane character.
Research Assistant	REV	Rev027			Revelations	Words of Power	,10-2-027	LCG		Miskatonic University	Character	 Faculty.	1				1	1	Response: After a player triggers the effect of a Tome support card, ready Research Assistant to draw 1 card.
Infirmary	REV	Rev028			Revelations	Words of Power	,10-2-028	LCG		Miskatonic University	Support	 Location.	2						Loyal. Disrupt: When a [Miskatonic] character you control would be destroyed, return it to your hand instead of destroying it.
Black Dog	REV	Rev029			Revelations	Words of Power	,10-2-029	LCG		Shub-Niggurath	Character	Monster. Creature.	2		2			0	Fast. Willpower. Response: After an opponent commits exactly 1 character to a story, pay 1 to put Black Dog into play from your hand committed to that story. After that story resolves, if Black Dog is still in play, return it to your hand.
Maleficium	REV	Rev030			Revelations	Words of Power	,10-2-030	LCG		Shub-Niggurath	Event	 Curse.	3						Disrupt: When a character is committed to a story, uncommit that character. Then, attach Maleficium to that character as an Attachment support card with the text: "Attached character cannot commit to stories unless its controller pays 1."
Sarah Van Shaw, Lodge Warden	REV	Rev031			Revelations	Words of Power	,10-2-031	LCG	*	Silver Twilight	Character	 Lodge.	3		1		1	2	Lodge characters gain CA if you control 1 or more Tome or Ritual cards. Response: After a character is put into play through a card effect, Sarah Van Shaw gets +2 skill until the end of the phase.
Knight of the Eclipse	REV	Rev032			Revelations	Words of Power	,10-2-032	LCG		Silver Twilight	Character	 Independent.	3		1	1	1	3	Loyal. While there is 1 or more Tome cards in play, Knight of the Eclipse gains Invulnerability and Willpower.
Miranda Keeper, Antiquities Trader	REV	Rev033			Revelations	Words of Power	,10-2-033	LCG	*	Syndicate	Character	Criminal. Relic Hunter.	2			2		3	If you control 1 or more Tome cards, Miranda Keeper gains CC. Response: After a character's skill is lowered, search the top 5 cards of your deck for a [Syndicate] support card, reveal it and put it into your hand. Then place the remaining cards on the bottom of your deck in any order. (Limit once per turn.)
Sergeant Donnelly, Corrupt Cop	REV	Rev034			Revelations	Words of Power	,10-2-034	LCG	*	Syndicate	Character	Government. Criminal.	4		2		1	4	Action: Pay 2 to choose a non-Ancient One character committed to the same story as Sergent Donnelly. That character's skill is lowered to 0 until the end of the phase.
O'Bannion's Ledger, Keeping Score	REV	Rev035			Revelations	Words of Power	,10-2-035	LCG	*	Syndicate	Support	Tome. Attachment.	2						Attach to a character. Characters with 0 skill committed to the same story as attached character are discarded from play.
George Rogers, Obsessed Devotee	REV	Rev036			Revelations	Words of Power	,10-2-036	LCG	*	Yog-Sothoth	Character	Cultist. Relic Hunter.	3		1	2		2	If you control 1 or more Tome cards, George Rogers gains CA. Response: After a player discards 2 or more cards from a deck in the same phase, search the top 5 cards of your deck for a [Yog-Sothoth] support card, reveal it and put it into your hand. Then place the remaining cards on the bottom of your deck in any order. (Limit once per turn.)
Houngan Seydou, Remover of Obstacles	REV	Rev037			Revelations	Words of Power	,10-2-037	LCG	*	Yog-Sothoth	Character	 Servitor.	4	1	1	2		3	Action: Pay X to choose a character without 1 or more Attachment support cards attached to it, committed to the same story as Houngan Seydou. Uncommit that character. X is equal to the skill of that character.
Eltdown Shards, Book of Hidden Things	REV	Rev038			Revelations	Words of Power	,10-2-038	LCG	*	Yog-Sothoth	Support	Tome. Attachment.	2						Attach to a character. Attached character gains AA. Response: After you win an A struggle at a story where the attached character is committed, choose an opponent. Look at that opponent's hand and choose and discard 1 card from that hand.
Library of Pergamum, Place of Ancient Wisdom	REV	Rev039			Revelations	Words of Power	,10-2-039	LCG	*	Neutral	Support	 Library.	2						Disrupt: Exhaust Library of Pergamum to cancel an effect just triggered that would destroy a Tome card. Response: After a player triggers a Tome card's effect, choose 1 character and 1 story. Until the end of the phase that character gains or loses 1 C icon. Then, the chosen story gains or loses 1 C struggle until the end of the phase.
Marcus Jamburg, Finder of Lost Things	REV	Rev040-R		R	Revelations	Words of Power	,10-2-040	LCG	*	Neutral	Character	Independent. Relic Hunter.	3			2	1	3	Toughness +1. Action: Return Marcus Jamburg to your hand to choose and put into play a support card from your discard pile.
Paid Informant	REV	Rev041			Revelations	Ebla Restored	,10-3-041	LCG		Agency	Character	 Independent.	2				1	1	Action: Pay 2 and exhaust Paid Informant to choose an opponent. Until the end of the phase, that opponent must play with his hand revealed.
Black Maria	REV	Rev042			Revelations	Ebla Restored	,10-3-042	LCG		Agency	Support	 Vehicle.	2						Response: After a character you control is wounded, exhaust Black Maria to choose a non-Ancient One character. That character cannot commit to stories while the Black Maria remains exhausted.
Dr. Wentworth Moore, Dark Supplicant	REV	Rev043			Revelations	Ebla Restored	,10-3-043	LCG	*	Cthulhu	Character	Cultist. Scientist.	4		1	3		3	Villainous. Forced Response: After you succeed at a story where Dr. Wentworth Moore is committed, return a [Cthulhu] character from your discard pile to your hand.
Cthaat Aquadingen, Things of the Water	REV	Rev044			Revelations	Ebla Restored	,10-3-044	LCG	*	Cthulhu	Support	 Tome.	3						Response: After you play a Deep One character, choose a non-Location support card. Shuffle that card into its owner's deck.
The Carpathian, Tomb Raider	REV	Rev045			Revelations	Ebla Restored	,10-3-045	LCG	*	Cthulhu	Character	Independent. Relic Hunter.	2		1	1		2	If you control 1 or more Tome cards, The Carpathian gains CA. Response: After a player sacrifices a character, search the top 5 cards of your deck for a [Cthulhu] support card, reveal it and put in into your hand. Then place the remaining cards on the bottom of your deck in any order. (Limit once per turn.)
Alyssa Graham, Speaker to the Dead	REV	Rev046			Revelations	Ebla Restored	,10-3-046	LCG	*	Hastur	Character	 Lunatic.	3			3		3	Disrupt: When a player would draw a card, drive Alyssa Graham insane to (choose one): discard that card, or place the top card of your discard pile on top of your deck.
The Parlor, Where Truths are Revealed	REV	Rev047-E	E		Revelations	Ebla Restored	,10-3-047	LCG	*	Hastur	Support	 Location.	2						Each card drawn by an opponent must be revealed before it is added to that player's hand.
Professor of Folklore	REV	Rev048			Revelations	Ebla Restored	,10-3-048	LCG		Miskatonic University	Character	Faculty. Investigator.	2			1	1	3	Disrupt: Pay 1 to cancel a wound to a [Miskatonic] character. If you overpaid for this effect, you may ready that character.
Dr. Mya Badry, Medical Examiner	REV	Rev049			Revelations	Ebla Restored	,10-3-049	LCG	*	Miskatonic University	Character	Scientist. Investigator.	3				2	2	Disrupt: When a character committed to a story is destroyed, put Dr. Mya Badry into play from your hand committed to that story. Then, if Dr. Mya Badry is still in play at the end of the phase, return her to your hand.
Karin Marley, Night Witch	REV	Rev050			Revelations	Ebla Restored	,10-3-050	LCG	*	Shub-Niggurath	Character	Cultist. Relic Hunter.	2	1	1			2	If you control 1 or more Tome support cards, Karin Marley gains TC. Response: After an opponent drains his last domain, search the top 5 cards of your deck for a [Shub-Niggurath] support card, reveal it and put it into your hand. Then place the remaining cards on the bottom of your deck in any order.
Corrupted Midwife	REV	Rev051			Revelations	Ebla Restored	,10-3-051	LCG		Shub-Niggurath	Character	Cultist. Sorcerer.	3	2		1		2	Villainous. Action: Exhaust Corrupted Midwife to choose 1 character in your discard pile. Play that character as if it were in your hand as your next action.
Book of Iod, Hostiam Sanguinis Virtus	REV	Rev052			Revelations	Ebla Restored	,10-3-052	LCG	*	Shub-Niggurath	Support	Tome. Attachment.	1						Attach to a character you control. Action: Exhaust Book of Iod to reveal the top 2 cards of your deck. Put one of the cards into your hand and discard the other.
Lodge Defenses	REV	Rev053			Revelations	Ebla Restored	,10-3-053	LCG		Silver Twilight	Support	 Attachment.	1						Attach to a Location support card. Increase the cost of any effect that targets attached Location support card by 2. Response: After you sacrifice a [SilverTwilight] character, pay X to choose and return a character with cost X or lower from your discard pile to your hand.
Pass Grip of a Master	REV	Rev054			Revelations	Ebla Restored	,10-3-054	LCG		Silver Twilight	Event		1						Action: Choose 1 character and 1 icon. Until the end of the phase, that character gains that icon. If Pass Grip of a Master was the last card in your hand, instead all [SilverTwilight] characters you control gain that icon until the end of the phase.
Thomas Fleming, Financial Wizard	REV	Rev055			Revelations	Ebla Restored	,10-3-055	LCG	*	Syndicate	Character	Sorcerer. Criminal.	3			2	1	4	Action: Pay 1 to choose a resource attached to a domain you control. Exchange that resource with the top card of your deck.
The Penthouse, Fortune's Reward	REV	Rev056			Revelations	Ebla Restored	,10-3-056	LCG	*	Syndicate	Support	 Location.	2						Response: After you succeed at a story, exhaust The Penthouse to choose and refresh a domain you control.
Shoshana Hatch, Warped and Warping	REV	Rev057			Revelations	Ebla Restored	,10-3-057	LCG	*	Yog-Sothoth	Character	Scientist. Lunatic.	2			3		2	Action: Drive Shoshana Hatch insane to choose a struggle at a story she is committed to. That struggle does not resolve at this story, this phase.
The Gate of The Silver Key, Convergence of Space-Time	REV	Rev058			Revelations	Ebla Restored	,10-3-058	LCG	*	Yog-Sothoth	Support	Environment. Attachment.	2						Attach to a story card. Forced Response: After you succeed at the attached story, put The Gate of The Silver Key on the bottom of your deck. Then, reveal the top 10 cards of a player's deck and put them back in any order.
Library of Nalanda, Site of Celestial Learning	REV	Rev059			Revelations	Ebla Restored	,10-3-059	LCG	*	Neutral	Support	 Library.	2						Your characters with 1 or more attached Tome cards get +3 skill. Response: After a player triggers a Tome card's effect, choose 1 character and 1 story. Until the end of the phase that character gains or loses 1 T icon. Then the chosen story gains or loses 1 T struggle until the end of the phase.
A Fortunate Accident	REV	Rev060			Revelations	Ebla Restored	,10-3-060	LCG		Neutral	Event		2						Response: After a character you control is destroyed, put a character with a cost equal to or lower than the destroyed character cost into play from your hand.
Jenica Capra, Police Psychic	REV	Rev061-E	E		Revelations	Lost Rites	,10-4-061	LCG	*	Agency	Character	Government. Relic Hunter.	2			1	1	2	If you control 1 or more Tome cards, Jenica Capra gains AI. Action: If you have no support cards in play, search the top 5 cards of your deck for an [Agency] support card, reveal it and put it into your hand. Then place the remaining cards on the bottom of your deck in any order. Limit once per turn.
Daemonolatreia, Witchhunter's Guide	REV	Rev062			Revelations	Lost Rites	,10-4-062	LCG	*	Agency	Support	Tome. Attachment.	2						Attach to a character you control. While attached character is committed to a story, opponents cannot play event cards.
Brother James Xavier, The Jesuit	REV	Rev063			Revelations	Lost Rites	,10-4-063	LCG	*	Agency	Character	 Independent.	4		1	1	1	2	Heroic. Willpower. Character abilities cannot be triggered while Brother James Xavier is committed to a story.
Descendent of Yig	REV	Rev064			Revelations	Lost Rites	,10-4-064	LCG		Cthulhu	Character	 Serpent.	4	1	2			2	Fast. Forced Response: After Descendent of Yig is destroyed, choose a player. That player must sacrifice a character.
The Warrens, Despair-ridden Tenement	REV	Rev065			Revelations	Lost Rites	,10-4-065	LCG	*	Cthulhu	Support	 Location.	3						Serpent characters gain TT. Action: Sacrifice a Serpent character to choose a story. Until the end of the phase that story gains: 
Danni Devine, Mercurial and Mischievous	REV	Rev066			Revelations	Lost Rites	,10-4-066	LCG	*	Hastur	Character	Cultist. Relic Hunter.	3	1		1		2	Villainous. If you control 1 or more Tome cards, Danni Devine gains TA. Action: If there are 2 or more insane characters in play, search the top 5 cards or your deck for a [Hastur] support card, reveal it, and put it into your hand. Then place the remaining cards on the bottom of your deck in any order. (Limit once per turn.)
Maureen de Garmeaux, Method Actress	REV	Rev067			Revelations	Lost Rites	,10-4-067	LCG	*	Hastur	Character	Artist. Lunatic.	1			1		1	Action: Pay 3 to choose a non-Ancient One character. Maureen de Garmeaux gains the skill, icons, and text box of that character until the end of the phase. If Maureen de Garmeaux is still in play at the end of the phase, she goes insane.
The King In Yellow Folio, Cursed Manuscript	REV	Rev068			Revelations	Lost Rites	,10-4-068	LCG	*	Hastur	Support	Tome. Attachment.	2						Attach to a character. Attached character gains Fast and TT. All struggles at the story where attached character is committed become T struggles.
Watchful Naturalist	REV	Rev069			Revelations	Lost Rites	,10-4-069	LCG		Miskatonic University	Character	 Scientist.	2				1	2	Action: Pay 1 to choose an icon. Each Monster and Creature character in play loses 1 instance of that icon.
Combing the Archives	REV	Rev070.png			Revelations	Lost Rites	,10-4-070	LCG		Miskatonic University	Conspiracy		0						If you win this conspiracy, put into play under your control all Tome support cards in each player's discard pile.
Into The Woods	REV	Rev071.png			Revelations	Lost Rites	,10-4-071	LCG		Shub-Niggurath	Conspiracy		0						If you win this conspiracy, search the top 10 cards of your deck and put into play any number of characters whose total cost is 5 or less. Then shuffle the rest of the cards back into your deck.
Abhorrent Spore	REV	Rev072			Revelations	Lost Rites	,10-4-072	LCG		Shub-Niggurath	Support	 Attachment.	0						Attach to a non-Ancient One character you control. Disrupt: When attached character would be destroyed, instead discard all wound tokens and attachments, including Abhorrent Spore, on attached character.
Lodge Neophyte	REV	Rev073			Revelations	Lost Rites	,10-4-073	LCG		Silver Twilight	Character	 Cultist.	1			1		2	Disrupt: When a Lodge character would be destroyed, instead sacrifice Lodge Neophyte to return that character to its owner's hand.
O.E.S. Ring	REV	Rev074			Revelations	Lost Rites	,10-4-074	LCG		Silver Twilight	Support	Item. Attachment.	0						Attach to a [SilverTwilight] character. Action: Pay 1 to choose a character. Attached character gains each keyword the chosen character has.
Fence	REV	Rev075			Revelations	Lost Rites	,10-4-075	LCG		Syndicate	Character	 Criminal.	3		2	1		2	Disrupt: When an opponent's Attachment card would leave play, instead take control of that Attachment card and attach it to Fence.
Lookout	REV	Rev076			Revelations	Lost Rites	,10-4-076	LCG		Syndicate	Character	 Independent.	3			1	1	3	Response: After a character enters play, exhaust Lookout to exhaust that character. Until the end of the phase, treat that character as if its text box was blank.
Servant to the Elder Things	REV	Rev077			Revelations	Lost Rites	,10-4-077	LCG		Yog-Sothoth	Character	 Servitor.	2		1			1	Action: Exhaust Servant to the Elder Things to choose an opponent. If you have more than 1 card in your discard pile, that opponent must choose a card in your discard pile. Return that card to your hand.
Feral Elder Thing	REV	Rev078			Revelations	Lost Rites	,10-4-078	LCG		Yog-Sothoth	Character	Monster. Independent.	3	2	1			3	At the beginning of your turn, each player chooses and discards 2 cards from his hand, if able. Then, each player draws 1 card.
Library of Ebla, The First Library of Man	REV	Rev079			Revelations	Lost Rites	,10-4-079	LCG	*	Neutral	Support	 Library.	2						Action: Pay 1 to move 1 Tome card attached to a character you control to another character. Response: After a player triggers a Tome card's effect, choose 1 character and 1 story. Until the end of the phase that character gains or loses 1 I icon. Then the chosen story gains or loses 1 I struggle until the end of the phase.
Professor Zeus, Shrewd Archivist	REV	Rev080			Revelations	Lost Rites	,10-4-080	LCG	*	Neutral	Character	Independent. Relic Hunter.	2				1	2	While you control 1 or more Tome support cards, Relic Hunter characters you control cannot be targeted by opponents' triggered effects. Action: Pay 1 to chose a Tome support card in your discard pile. Return that card to your hand. Then, Professor Zeus gains A and +2 skill, until the end of the phase.
St. Amabilis, For the Criminally Insane	REV	Rev081			Revelations	Unspeakable Pages	,10-5-081	LCG	*	Agency	Support	 Location.	2						Response: After a character becomes insane, exhaust St. Amabilis to wound that character.
Dr. Cornelius Rose, Criminal Profiler	REV	Rev082			Revelations	Unspeakable Pages	,10-5-082	LCG	*	Agency	Character	Independent. Investigator.	3		1		2	2	Willpower. Heroic. Forced Response: After a story resolves to which both Dr. Cornelius Rose and at least 1 Villainous character are committed, ready Dr. Cornelius Rose.
Padma Amrita, Cold-blooded Charmer	REV	Rev083-E	E		Revelations	Unspeakable Pages	,10-5-083	LCG	*	Cthulhu	Character	Serpent. Servitor. Cultist.	5		2	2		4	Response: After Padma Amrita is destroyed, put a [Cthulhu] character into play from your hand.
Urumi	REV	Rev084			Revelations	Unspeakable Pages	,10-5-084	LCG		Cthulhu	Support	Weapon. Attachment.	2						Attach to a character. Attached character gains TC and : 
The Necronomicon, Owlswick Translation	REV	Rev085			Revelations	Unspeakable Pages	,10-5-085	LCG	*	Cthulhu	Support	Tome. Relic. Attachment.	2						Attach to a character you control. Shuffle all other copies of The Necronomicon back into their owners' decks. Action: Sacrifice attached character and shuffle The Necronomicon into your deck to have each player sacrifice each character with a lower cost than attached character.
Kaleidoscope of Calyptra	REV	Rev086			Revelations	Unspeakable Pages	,10-5-086	LCG		Hastur	Character	Monster. Creature.	3	1	1			1	Characters committed to the same story as Kaleidoscope of Calyptra that would go insane are instead wounded.
Named by the Unnameable	REV	Rev087			Revelations	Unspeakable Pages	,10-5-087	LCG		Hastur	Event		2						Action: Choose a Lunatic character you control committed to a story. That character gains TTCA and +3 skill while it is committed to that story. At the end of the phase, if that character is still in play it goes insane.
The Great Library of Celaeno, Knowledge from a Distant Star	REV	Rev088			Revelations	Unspeakable Pages	,10-5-088	LCG	*	Miskatonic University	Support	 Library.	1						Response: After a player triggers an effect on a Tome card, choose and ready any number of characters with 1 or more Tome cards attached. Those characters get +3 skill until the end of the phase.
Eryn Cochwyn, Disturbingly Insightful	REV	Rev089-E	E		Revelations	Unspeakable Pages	,10-5-089	LCG	*	Miskatonic University	Character	Independent. Lunatic.	3			2	1	3	Action: Drive Eryn Cochwyn insane to choose a Tome card and trigger its effect without paying any costs, as if you controlled the Tome. Then, the controller of that Tome card must sacrifice it.
The Necronomicon, Al Azif	REV	Rev090			Revelations	Unspeakable Pages	,10-5-090	LCG	*	Miskatonic University	Support	Tome. Relic. Attachment.	3						Attach to a character you control. Shuffle all other copies of The Necronomicon back into their owners' decks. Response: After you place a success token on a story at which attached character is committed, sacrifice that character and shuffle The Necronomicon back into your deck. Then, place 1 success token on each story.
Ya-te-veo	REV	Rev091			Revelations	Unspeakable Pages	,10-5-091	LCG		Shub-Niggurath	Character	Servitor. Dark Young.	2	1	1			2	Action: Pay 1 to choose a character with skill 2 or lower committed to the same story as Ya-te-veo. Wound that character.
The Three Bells, The Sound of the Dark	REV	Rev092			Revelations	Unspeakable Pages	,10-5-092	LCG	*	Shub-Niggurath	Support	 Artifact.	1						Action: Pay 1 and exhaust The Three Bells to have each player choose and sacrifice a character. Then, place a success token on The Three Bells. Action: When The Three Bells has 3 or more success tokens on it, exhaust and sacrifice The Three Bells to put into play under your control 1 character from any player's discard pile.
